the_geom,cartodb_id,portfolio_bldg_id,BEPP_compliance_group,BEPP_compliance_cycle_one_status,property_name,address,postal_code,primary_property_type,sector,floor_area,year_built,number_of_buildings,phl_bldg_id,electricity_2019,natural_gas_2019,fuel_oil_2019,steam_2019,energy_star_2019,site_eui_2019,source_eui_2019,water_use_2019,total_ghg_2019,water_score_2019,electricity_2020,natural_gas_2020,fuel_oil_2020,steam_2020,energy_star_2020,site_eui_2020,source_eui_2020,water_use_2020,total_ghg_2020,water_score_2020,electricity_2021,natural_gas_2021,fuel_oil_2021,steam_2021,energy_star_2021,site_eui_2021,source_eui_2021,water_use_2021,total_ghg_2021,water_score_2021,x_coord,y_coord
0101000020E6100000B67F86B3F2CA52C0A99CBCE912FA4340,165,19331,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,1835 Market Street,1835 MARKET ST,19103,Office,Office,686503,1986,1,883104005,35018925.52,,,26194271.3,60,89.2,188.7,12020.5,5287.1,,29851144.4,,,36292751.1,61,96.3,185.4,10553.7,5266.8,,28698158,,,28701176.8,68,83.6,167.3,7046.4,4570.4,,-75.17106331,39.95370218
0101000020E6100000BE41E690B5CA52C09ABE8D8301FA4340,166,4179755,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,APF - 1601 Market Street,1601-23 MARKET ST,19103,Office,Office,797218,1969,1,883338000,35051168.92,,,15628792.6,81,63.6,146.7,10580.2,4588.8,,29311246.6,,,12747757.9,80,52.8,122.2,6374.5,3651.8,,29766373.3,,,13456874.1,76,54.2,124.9,6842.1,3657.4,,-75.16733191,39.9531712
0101000020E6100000E92BC4FAB1CD52C0B20A82640DFD4340,283,4115611,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Discovery Charter School,4700-22 PARKSIDE AVE,19131,K-12 School,School (K-12),57434,1930,1,774015100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.21398801,39.97697121
0101000020E61000009B2CA4B2D7CA52C05D9C42F8E1F94340,167,1440658,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,"SPUS7 United Plaza, L.P.",22-34 S 17TH ST,19103,Office,Office,718162,1975,1,883051500,41145000.92,,,11222682,72,72.9,179.2,10925.9,4913.6,,34713892.7,,,10609360.2,72,63.1,153.1,10894.3,4026.9,,34677282,,,10873827.5,76,63.4,153.4,8937,3941.9,,-75.16941515,39.95220855
0101000020E61000002F8C9178BBCA52C04742746B46FA4340,168,3512076,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Tune-Up,CO/GLC 11310/1631 ARCH ST/PHILADELPHIA/PA,1631-37 ARCH ST,19103,Office,Office,160661,1905,1,772614000,41430755.92,,,6551991.6,,298.7,771.1,2908,4632.4,,41733059.1,,,6331017.7,,299.2,774.7,2412,4414.7,,44135550.7,,,6276905.7,,315.8,818.2,3051,4539,,-75.16769232,39.95527404
0101000020E6100000814F9C71D4CA52C06668FAF4F1F94340,169,1060573,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,1700 Market Street,1700-40 MARKET ST,19103,Office,Office,934085,1968,1,883032000,45244621.28,,,21458659.2,79,71.4,163.3,13092.9,6008.6,,39426069.4,,,22081986.5,75,65.8,146.6,7729.4,5239.7,,,,,,,,,,,,-75.16921654,39.95269644
0101000020E6100000C8881B22F4CA52C0EBD511D1F9F94340,170,29230,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",ENERGY STAR Certification,1818 Market St,1818-28 MARKET ST,19103,Office,Office,988092,1973,1,883033001,45138201,,,22755151.3,78,67.9,153.8,16053.2,6083.9,,38453581.2,,,23344814.4,75,61.8,135.8,8726.1,5230.5,,,,,,,,,,,,-75.17115071,39.9529363
0101000020E610000067A1B6704DCA52C04E479D0CD0F94340,171,2363717,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,SEPTA Headquarters,1234 MARKET ST,19107,Office,Office,714190,1973,1,883309050,71119557.4,,,16170341.6,53,122.2,306.1,16150.4,8278.9,,67288973.2,,,19685209362,1,27657.2,33423.2,12168.6,1313508,,71293569.4,15868389.9,,15825980.1,47,144.2,329.5,7527.6,8513.5,,-75.16097658,39.95166166
0101000020E6100000FEECCBC26CCB52C014FEF3D135FA4340,172,1269439,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036","Expected to Comply September 30th, 2023",PECO MAIN OFFICE BUILDING,2301 MARKET ST,19103,Office,Office,870921,1971,1,883054500,71594337.2,,,3125636.1,35,85.8,234.5,12.2,7059.8,,62996677.2,,,3237912.2,44,76.1,207,8.5,6244.4,,57230226.6,,,3258895.9,54,69.5,188.5,11.4,5530.4,,-75.17851324,39.95476746
0101000020E6100000EFFCE420CFCA52C0302F9F3051FA4340,173,1218039,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",ENERGY STAR Certification,Three Logan Square,1717 ARCH ST,19103,Office,Office,1218580,1990,1,883059004,64790433.88,,,24587765.6,78,73.3,173.1,7545.4,8196.6,,53836719.7,,,16267309.3,81,57.5,139.8,10527.1,6232.9,,52043679.6,,,24668316.5,76,63,143.9,10900.2,6470.4,,-75.16889212,39.95560272
0101000020E6100000D6DC9754E9C952C05508D43036FA4340,174,3120916,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,CO/GLC 16200/900 RACE ST/PHILADELPHIA/PA,900-22 RACE ST,19107,Office,Office,488657,1905,1,771618000,67740517.32,,,4300787.8,,147.4,398.7,8380,7148.4,,66895057.8,,,4429883.1,,146,394.2,7755,6696.7,,66857355.2,,,4840702.9,,146.7,395,7402,6529.3,,-75.15486636,39.95477877
0101000020E6100000EEA9413DA2CA52C05D15A8C5E0F94340,175,1750694,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Tune-Up,Centre Square - 1500 Market Street,1500-42 MARKET ST,19102,Office,Office,2054184,1974,1,883320000,100024759,,,44849894.5,71,70.5,162.6,25858.4,13111.6,,75906491,,,46368341.1,72,59.5,130.6,14988,10343.8,,68145897,,,42244048.6,67,53.7,117.6,15128.9,9132.5,,-75.1661523,39.952172
0101000020E6100000A6ACAE5C52CC52C07B336ABE4AF94340,176,2848414,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Center for advance medicine,3400 CIVIC CENTER BLV,19104,Mixed Use Property,Hospital,1651601,2005,3,773740100,241505829.7,,,237785.8,,148.3,411.4,144516.4,24652.5,,236761750.8,,,232243.6,49,155.5,412.5,150765.4,23724.4,,238548103.4,,,229218.7,31,144.6,404.6,157958.7,22165.1,,-75.19252698,39.9475935
0101000020E61000001FC429CEECCA52C07FD2581459FA4340,177,4626213,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,The Lofts @ 1835 Arch,1827-35 ARCH ST,19103,Multifamily Housing,Multifamily,269842,2001,1,881035900,8910055.856,,,,37,52.4,115.8,10264.8,1250.1,16,8412855.8,,,4812799,42,49,108.8,14488.3,1124.8,3,7849401.5,,,5968567.4,43,51.2,108.1,12822.4,1125.1,6,-75.17070345,39.95584349
0101000020E6100000C429AD9E17CB52C01C757CCDD5F94340,178,4457962,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,The Republic,1930-34 CHESTNUT ST,19103,Multifamily Housing,Multifamily,125994,1929,1,881564050,6086772.572,,,3966883.2,10,79.8,173.1,4273.3,880.1,64,5738782.7,,,4390561.8,9,80.4,169.5,5038.1,840.8,49,6237757,,,2998014.6,13,69.4,158.2,7333.3,778.3,17,-75.17331664,39.95183724
0101000020E6100000753668D87DC952C099BF9D9F3DF94340,179,4457963,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,The Broderick,400-14 WALNUT ST,19106,Multifamily Housing,Multifamily,91900,1920,1,881569810,3922076.94,,,830886,21,51.7,130.4,2550.7,452.5,41,3732898.6,,,656009.7,25,47.8,122.3,2386.9,400.8,47,3805243.2,,,833977,21,50.5,126.9,2549.8,408.7,41,-75.14830599,39.9471931
0101000020E6100000C8E11FF8D0CB52C03A33C9E1F6F94340,181,3443035,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,30th St.,119 S 31ST ST,19104,Office,Office,79200,1917,1,773717200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.18462947,39.95284674
0101000020E61000003339CED0ACC952C06A80DAC1EB004440,182,3959476,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Shriners Hospital for Children,3535-63 N BROAD ST,19140,Other - Specialty Hospital,Hospital,172340,1997,1,777533101,18768606.77,804542.589,,38023435.2,,334.2,575.3,6326.3,4468.9,,18583696.8,5535456.5,,36585937.5,,352.2,591,6394.6,4501.9,,,,,,,,,,,,-75.15117283,40.00719474
0101000020E61000004A9E46B5A3CA52C0DDD5279044F94340,183,5003683,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,Westbury Apartments,271 S 15TH ST,19102,Multifamily Housing,Multifamily,95548,1929,1,881031008,2510937.886,175539.0674,,5649657.1,24,87.2,146.6,2661.6,638.8,75,2506230,183471.3,,5458291.4,22,85.3,144.2,3151.1,612,62,3952740.6,167699.7,,5735710.3,3,103.2,189.9,2856.8,756.8,70,-75.16624195,39.94740488
0101000020E610000006EF71C7D7CA52C075C4298C10FA4340,184,1750728,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",15% Energy Savings,"1735 MARKET STREET - OFFICE, Site # 602850",1735 MARKET ST,19103,Office,Office,1450008,1990,1,883053525,,,,,,,,,,,,,,,,,,,,,68724367.5,11200,,,64,50,139.9,9303.5,6393.1,,-75.16942011,39.95362999
0101000020E6100000C97F9ABD20CA52C07C31EFCC5FF94340,185,7058350,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Full retro- or recommissioning procedure,Orlowitz Building,1000-28 WALNUT ST,19107,Residence Hall/Dormitory,Multifamily,206891,1967,1,881008255,2494439.501,,,5669111.8,94,39.5,66.7,5114.4,629.1,,2731623.3,,,5379567.1,93,39.2,68.3,4646.6,618.6,,2843204.2,,,6145376.8,91,43.4,74.2,4818.4,672,,-75.15824833,39.9482361
0101000020E6100000BA5D79DAEBBD52C0E5F59AFD050B4440,186,4092251,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Liberty Plaza,4501 WOODHAVEN RD,19154,Retail Store,Retail,438914,1999,,882691003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.96752035,40.08612032
0101000020E61000007077188B0DC852C00342A9C579FF4340,187,4482857,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,B Street,3039-51 B Street ,19134,Non-Refrigerated Warehouse,Warehouse,55000,1940,1,884523300,1658.9144,,,,,0,0.1,0,0.2,,,,,,,,,,,,,,,,,,,,,,-75.12582662,39.99590369
0101000020E610000071606A3200C952C0E167B7F102084440,188,4966115,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Bentley Manor,1410 72ND AVE,19126,Multifamily Housing,Multifamily,56200,1960,1,881054000,930725.36,2426490.176,,,79,59.7,91.7,,218,,1031993.5,2438904.5,,,68,61.8,97,4151.7,225.4,14,,,,,,,,,,,-75.14063702,40.06258985
0101000020E610000021F354C978CC52C0F2333F48E0084440,189,3637376,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,United Cerebral Palsy Association,102 E MERMAID LA,19118,Other,School (K-12),180000,1945,,775527010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.19487222,40.06934455
0101000020E610000062AA4F28BACA52C005632B05B0F94340,190,10422550,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,The Point at Rittenhouse Row - Panco Management,110-16 S 16TH ST,19103,Multifamily Housing,Multifamily,95134,1970,1,881547025,4573912.244,893695.019,,,18,57.5,144.5,4183.8,510.9,25,4756867.1,1160344.4,,,10,62.2,152.8,3264.5,516.9,47,4315808.1,1027188.6,,,20,56.2,138.4,4759.8,455.3,16,-75.16761215,39.95068421
0101000020E61000006F3A5500C4CA52C09A97A2E052FA4340,191,3638505,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,The Windsor Suites,1700-20 BENJ FRANKLIN PKY,19103,Hotel,Hotel,396981,1963,1,883720300,,,,,,,,,,,8359266.9,,,,,,,8637.3,,,,,,,,,,,,,-75.16821297,39.95565422
0101000020E610000094BDE7B8C1C652C0B4E9A5B52BFF4340,192,4459313,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,2135 West Moreland Part,2135 E WESTMORELAND ST,19134,Distribution Center,Warehouse,150000,1970,1,884201500,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,-75.10557387,39.99352141
0101000020E61000001F9B6880E0C952C0AE9A29A54EF94340,193,4051987,Exempt,#N/A,301 Duncan,716-30 SPRUCE ST,19107,Medical Office,Medical Office,43739,1959,,883102000,2080532.51,,,,78,47.6,133.2,1226.1,210.8,,1966483,,,,80,45,125.9,1207.7,188.2,,2006306.8,,,,89,45.9,128.4,,186.3,,-75.15432749,39.94771256
0101000020E6100000B0E69D96A1CB52C0EBE299447BF44340,194,3776449,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Calvary Temple Church,3301 S 20TH ST,19145,Worship Facility,Worship,53259,1965,1,773224000,826486.3716,852298.1856,,,,31.5,60.3,215.6,129,,588151.3,760984.2,,,,25.3,45.9,408.1,96.7,,741376.4,887426.4,,,,30.6,56.5,381.5,116,,-75.18173757,39.91001184
0101000020E6100000EF22C8180ACA52C0B910F5CCDCFD4340,195,6391013,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,HARDWICK,2000 BLOCK N. BROAD ST.,19122,College/University,College/ University,84735,1970,1,881299200,,,,11204516.9,,132.2,159.1,3921.3,744,,,,,8488548.5,,100.2,120.5,2169.6,563.6,,,,,14651394.8,,172.9,208,677.2,972.8,,-75.15686626,39.9833008
0101000020E6100000FD6E7849B5CA52C0E884AF332EF94340,196,4936576,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,The Drake,1512-14 SPRUCE ST,19102,Multifamily Housing,Multifamily,177067,1929,1,888071440,6384735.708,417119.984,,17709766.5,4,138.4,223.8,8773.9,1844.9,64,6154695.3,451030,,17242673.2,,134.7,217.2,7719.1,1757.9,,6017689.8,463190,,17002524.6,,132.6,213.4,8232.3,1712.3,,-75.16731488,39.94672247
0101000020E6100000B783AED089CC52C0DE1954B8F1F94340,197,1782595,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Sansom Common,3600-90 WALNUT ST,19104,Hotel,Hotel,259330,1997,1,773566000,18395409.03,,,29774678.9,1,310.9,450.6,12781.4,5550.9,,13195869.1,,,39299618.5,1,319.8,431.6,4329.4,5477,,,,,,,,,,,,-75.19591157,39.95268921
0101000020E61000006399E1B333CB52C06B16A22252FA4340,198,1973738,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Jewish Federation,2100-12 ARCH ST,19103,Office,Office,120943,1913,1,772636525,4141581.136,,,2787920.9,84,57.3,123.6,2258.2,604.7,,3301943.9,,,3011407,89,52.2,106.4,1595,516,,,,,,,,,,,,-75.17503068,39.95563157
0101000020E61000001FAC52BCC2CA52C052F932ACBDF94340,199,5975119,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,1618 Chestnut Street,1618-22 CHESTNUT ST,19103,College/University,College/ University,80015,1950,1,772509500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.16813572,39.95110085
0101000020E6100000ECF9BBF31BCA52C0AD29562ED0F94340,200,6383621,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,1026-44 MARKET ST,1026-44 MARKET ST,19107-4205,K-12 School,School (K-12),89159,1960,1,882507900,4143205.248,326849.7117,,385340,71,54.5,139.2,531.4,462.7,,3968514.3,335171,,454239,72,53.4,134.7,238.8,427.8,,4151690.9,360507.6,,337499,70,54.4,139.2,568.3,427.1,,-75.15795606,39.95166568
0101000020E610000052929EB72BCD52C050D56FEC7A004440,201,13069228,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,The Helston Apartments,3801 CONSHOHOCKEN AVE,19131,Multifamily Housing,Multifamily,140000,1969,1,881160000,2135668.383,12298111.75,,,56,103.1,134.9,4452.8,857.6,82,,,,,,,,,,,,,,,,,,,,,-75.20579329,40.00375133
0101000020E610000036990A5473CC52C048D00CA067FA4340,202,10493451,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Arrive University City - Trinity,3601L MARKET ST,19104,Multifamily Housing,Multifamily,278163,2016,1,881115778,9949272.58,7699126.792,,,29,63.4,129.2,9774,1416.9,66,,,,,,,,,,,13464185.3,4785344.2,,,53,49.6,116.1,19839.5,1427.2,14,-75.19453908,39.95628739
0101000020E6100000A10F1AEA05CB52C0E8AD918F23FB4340,203,3916385,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036","Expected to Comply September 30th, 2023",Rodin Place,2000 HAMILTON ST,19130,Office,Office,272000,1989,,883066600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.17223599,39.96202273
0101000020E6100000F45B6C410CC752C00915A09634004440,204,6385296,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,U All No LLC,1000 E VENANGO ST,19134,Other,Other,90132,1910,1,884107500,1752720.175,2514805.011,,,,47.3,83.7,296.6,311.1,,,,,,,,,,,,,,,,,,,,,,-75.11012302,40.00160487
0101000020E6100000FC7B7C8452C952C0712B318D2E054440,205,20838148,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Suffolk Manor,1424 CLEARVIEW ST,19141,Multifamily Housing,Multifamily,115000,2003,1,886702500,3713794.812,8634806.732,,,12,107.4,169.3,6371.4,814.1,24,,,,,,,,,,,3314515.7,8083699.5,,,18,99.1,154.5,7176.8,737.1,,-75.14566147,40.04048314
0101000020E6100000C8B4D36272C152C09634D29495084440,206,12410344,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Nora Lau,9250 ASHTON RD,19114,Non-Refrigerated Warehouse,Warehouse,296169,1966,1,884226510,3911393.968,3632581.861,,,56,25.5,49.9,154.7,567.3,,3761177.3,6367651.3,,,45,34.2,58.1,107.9,698.2,,3859169.9,7917113.1,,,39,39.8,64.6,267.2,778.9,,-75.02260657,40.06706486
0101000020E6100000CEABF88E33C952C0FDBFC9BA28FD4340,207,4954107,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Sewing Factory,1730 N 5TH ST,19122,Multifamily Housing,Multifamily,118946,1931,1,881066605,2444783.3,26368.1986,,,85,20.8,57.8,2302.5,235.4,3,2874126.9,39911.4,,,60,24.5,68,2945.8,277.2,1,,,,,,,,,,,-75.14377188,39.97780547
0101000020E6100000333D59183FCB52C05BE46403E5034440,208,5944327,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,Germantown House,5457 WAYNE AVE,19144,Multifamily Housing,Multifamily,70000,1971,1,886653100,4350358.004,8114426.943,,,1,178.1,295.7,7971.2,847.4,9,,,,,,,,,,,,,,,,,,,,,-75.17572602,40.03042643
0101000020E61000002350372FD2C052C0991EC14B780F4440,209,5017217,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Sidewater House,780 BYBERRY RD,19116,Multifamily Housing,Multifamily,54396,1998,1,886651800,739168.5148,2090045.884,,,89,52,78.4,1154.9,181.8,86,681427.6,2013012,,,90,49.5,73.9,1896.6,172.1,53,680952.3,1948419.2,,,91,48.5,72.8,2118.3,167.4,43,-75.01282864,40.12085864
0101000020E61000002F673A6418C552C04ADB11B135014440,210,3950687,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Gimme Shelter LLC,2127 GILLINGHAM ST,19124,Other,Other,51829,1920,1,884639700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.07961374,40.00945104
0101000020E6100000C96747E45AC852C0BA6A1AEB4DFE4340,211,6371840,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Hagert St Lofts LP,1821-45 E HAGERT ST,19125,Multifamily Housing,Multifamily,55500,1920,1,881069200,1519633.148,,,,,27.4,76.7,,145.4,,,,,,,,,1927.7,,,,,,,,,,,,,-75.13054759,39.98675288
0101000020E6100000C3C2623720CC52C0A810973514F74340,212,4978775,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,St. John Neumann Place,2600 MOORE ST,19145,Multifamily Housing,Multifamily,80740,2008,1,886760957,2297490.672,1576849.458,,,38,48,100.2,3076,316.5,23,2046844.8,1607076.7,,,45,45.3,91.9,4973.8,281.3,2,2149320.8,1275698.7,,,47,42.4,91.1,3955,267.3,8,-75.18946633,39.93030424
0101000020E61000005F8DFD7663CD52C0556B8224C30A4440,213,3874380,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Fairview Care Center,186 BETHLEHEM PIKE,19118,Senior Care Community,Multifamily,69888,1930,,881435900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.20919585,40.08408028
0101000020E6100000791C8A2B7CC852C036E0980A96014440,214,3892839,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,4000 N American St,4000 N AMERICAN ST,19140,Police Station,Other,117105,1945,,884039000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.13257874,40.0123914
0101000020E61000008E9C9EDA8DC952C000EB696EA2FE4340,215,20839573,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Fairhill,2443 N 11TH ST,19133,Multifamily Housing,Multifamily,298032,2000,9,886761340,7906699.252,23069551.65,,,33,103.9,155.6,,1982.1,,,,,,,,,,,,2747289.5,18392150.7,,,93,70.9,90.6,30451.5,1232,,-75.14928308,39.98933201
0101000020E6100000CED8C0EB2DC552C0AA37384B28004440,216,5914662,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Prime Storage - Aramingo,4415 ARAMINGO AVE,19124,Self-Storage Facility,Warehouse,62600,1987,4,884213645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.08092779,40.00122967
0101000020E6100000546F709650C352C03D246352CF064440,217,5219052,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,2450 Hartel Ave,2450 HARTEL AVE,19152,Multifamily Housing,Multifamily,50000,1955,1,881173000,692636,1960685.938,,,84,53.1,80,,170.4,,1226955.2,1874091.4,,,39,62,108.1,,213.5,,,,,,,,,,,,-75.05179368,40.05320196
0101000020E610000048E3ED94D0CB52C01124E7AB81014440,218,5907418,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Falls Center,3300 HENRY AVE,19129,Other,Other,670471,1920,6,881136900,32383831.1,7356994.784,,,,59.3,146.8,8137.1,3671.6,,31953885,4601015.4,,,,54.5,140.7,5856.3,3302.7,,32873415.6,6605243.7,,,,58.9,147.6,5405.1,3403.2,,-75.18460582,40.01176976
0101000020E61000009D2A215024CC52C0BE27BD0C52F64340,219,20839379,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Wilson Park - Compliance,2124 S 26TH ST,19145,Multifamily Housing,Multifamily,669781,2000,36,886760930,23502081.19,119166766.6,,,1,213,285.1,,8578.9,,,,,,,,,,,,22967338.9,44633050.7,,,15,100.9,166,33695.9,4503.3,,-75.18971637,39.92437896
0101000020E61000008F411F1346CF52C0CD3D458A58084440,220,18460018,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,Andorra Point Apartments (nd090),700-50 CATHEDRAL RD,19128,Multifamily Housing,Multifamily,92156,1964,1,881088500,1249895.782,4674456.074,,,69,64.3,91.2,2282.5,374.9,84,,,,,,,,,,,1295498.9,4970376.4,,,37,88.8,125.3,,384.3,,-75.23865202,40.06520203
0101000020E6100000D38A2D0CEACD52C0E030B0121CFA4340,222,3980656,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,the emmanuel church,4723-41 SPRUCE ST,19139,Worship Facility,Other,85875,1930,,774024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.21741013,39.95398172
0101000020E61000008F650B52BAC952C042F4DEF773F94340,419,3962102,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,LA Liberty,105-17 S 07TH ST,19106,Other - Education,School (K-12),50000,2003,,883010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.1519971,39.94885157
0101000020E6100000A01D0D3376C952C09AB6FB2C81F94340,223,3857948,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Bourse Garage,400 RANSTEAD ST,19106,Parking,Parking,172322,1989,1,883409600,1133985.024,,,,,6.6,18.4,340.6,114.9,,1246662.9,,,,,7.2,20.3,358.5,115.8,,1262951.1,,,,,7.3,20.5,143.9,117.3,,-75.14783932,39.94925463
0101000020E610000067827E3248CC52C039443FC785FA4340,224,5921000,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,382-The Summit at University City,3400L LANCASTER AVE,19104,Multifamily Housing,Multifamily,546793,2015,1,881111120,26068778.66,17475299.79,,,44,79.6,167,38595,3569.3,41,22602381.1,11694100,,,68,62.7,138.2,21027,2784.4,85,25046574.2,14419400.2,,,51,72.2,155.9,20676,3091.5,86,-75.19190657,39.95720759
0101000020E6100000E97108EA0EC652C09A57F98EAF004440,225,4129577,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Mariana Braceti Academy Charter School,3900 JASPER ST,19124,K-12 School,School (K-12),141785,1928,,777210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.09466029,40.00535762
0101000020E61000008454DD6577CA52C0774296A268F94340,226,4497378,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Interpark,1327 LOCUST ST,19107,Parking,Parking,100000,1950,1,883402500,625298.1328,,,,,6.3,17.5,1377.2,63.3,,552880.5,,,,,5.5,15.5,363.2,52.9,,543703.2,,,,,5.4,15.2,122,50.5,,-75.16353747,39.94850571
