Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,AMERISOURCE LEVEL 10 #10,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073886,-75.30856,2023-11-21,212604,2023-11-21 00:37:41 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Wawa Wyncote,8250 Limekiln Pike,,Wyncote,PA,19095,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,40.079415,-75.16076,2023-11-20,212637,2023-11-20 23:57:02 UTC,,,,2022-03-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Carlisle Marketplace,255 South Spring Garden Street,,Carlisle,PA,17013,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.196167358,-77.180220892,2023-11-21,212758,2023-11-21 01:10:37 UTC,,,,2022-03-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,WEST DECK STATION3,West Deck White Course Drive,,State College,PA,16801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.791711,-77.87052,2023-11-21,213042,2023-11-21 00:39:11 UTC,,,,2022-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,1200 Atwater Drive,1200 Atwater Drive,The station can be found right outside the center entrance.,Malvern,PA,19355,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,40.072126,-75.52588,2023-11-21,213169,2023-11-21 00:05:22 UTC,,,,2016-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$1.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,LOCK-HAVEN LOCKHAVEN ST7,68 Spring St,,Lock Haven,PA,17745,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.136775,-77.45493,2023-11-21,213190,2023-11-21 00:40:52 UTC,,,,2022-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MEADOWOOD SL WREN LOT 001,3205 W Skippack Pike,,Lansdale,PA,19446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.208129,-75.349711,2023-11-21,213195,2023-11-21 00:45:18 UTC,,,,2022-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Comfort Inn & Suites Butler PA,1 Comfort Lane,,Butler,PA,16001,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.820719,-79.926336,2023-11-20,213446,2023-11-20 23:57:59 UTC,,,,2022-04-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P5-2,Convention Av & Health Sciences Dr - FS,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.94825,-75.19198,2023-11-21,213542,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P4-3,1 Convention Ave,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.948274,-75.191969,2023-11-21,213543,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P3-1,Convention Av & Health Sciences Dr - FS,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.948265,-75.191986,2023-11-21,213544,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P3-2,Convention Av & Health Sciences Dr - FS,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.948185,-75.19167,2023-11-21,213545,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P5-1,1 Convention Ave,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.948261,-75.19199,2023-11-21,213546,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P3-3,1 Convention Ave,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9484,-75.1918,2023-11-21,213547,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PAVILION P4-2,1 Convention Ave,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.948286,-75.192004,2023-11-21,213548,2023-11-21 00:42:28 UTC,,,,2022-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AER AEC GBURG DIST,1380 Biglerville Rd,,Gettysburg,PA,17325,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.862532,-77.238339,2023-11-21,213679,2023-11-21 00:29:14 UTC,,,,2022-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMERISOURCE LEVEL 10 #9,100 W Elm St,,Conshohocken,PA,19428,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.073668,-75.30828,2023-11-21,213871,2023-11-21 00:10:13 UTC,,,,2022-04-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DNA DELMONT STATION 1,6534 US-22,,Delmont,PA,15626,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.400986,-79.58415,2023-11-21,213924,2023-11-21 00:13:57 UTC,,,,2022-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,1400 RUBENSTEIN 1,1400 Morris Dr,,Chesterbrook,PA,19087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.069613,-75.468842,2023-11-21,213925,2023-11-21 00:14:41 UTC,,,,2022-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LPA CHRISTIN GRG 2,151 N Queen St,,Lancaster,PA,17603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.040979,-76.305748,2023-11-21,213974,2023-11-21 00:45:36 UTC,,,,2022-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LPA CHRISTIN GRG 1,151 N Queen St,,Lancaster,PA,17603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.040971,-76.305727,2023-11-21,213975,2023-11-21 00:45:36 UTC,,,,2022-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AAA Club Alliance,516 N Oxford Valley Road,,Langhorne,PA,19047,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.1886,-74.8688,2023-11-21,214002,2023-11-21 00:03:24 UTC,,,,2022-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Shops at Harleyville,611 Main Street,,Harleysville,PA,19438,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.28558,-75.392923,2023-11-21,214098,2023-11-21 01:09:13 UTC,,,,2022-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Creekside Market Place,1880 Leithsville Road,,Hellertown,PA,18055,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.562629181,-75.340556847,2023-11-21,214099,2023-11-21 01:10:30 UTC,,,,2022-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Giant Companies #6319 - Coplay,202 Chestnut Street,,Coplay,PA,18037,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.674237235,-75.494330389,2023-11-21,214100,2023-11-21 01:10:52 UTC,,,,2022-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,"Town Square Plaza Temple, PA",4320 North 5th Street Highway,,Temple,PA,19560,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.399609047,-75.928718914,2023-11-21,214101,2023-11-21 01:10:37 UTC,,,,2022-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Spring Meadow Shopping Center,2104 Van Reed Road,,West Lawn,PA,19609,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.343980446,-76.001427498,2023-11-21,214102,2023-11-21 01:08:54 UTC,,,,2022-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Hazelwood Green,4500 Lytle Street,,Pittsburgh,PA,15207,,888-356-8911,E,,Public,24 hours daily,,,,,,10,,,FLO,https://flo.ca/,GPS,40.4163682,-79.9492124,2023-11-21,214147,2023-11-21 01:15:24 UTC,,,,2022-04-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,4432 EV 4432 EV,4432 Westminster Ave,,Philadelphia,PA,19104,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.96932,-75.212425,2023-11-21,214207,2023-11-21 00:44:41 UTC,,,,2022-04-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE HUB CHAMPIONS 1,260 N Shore Dr,,Pittsburgh,PA,15212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.447036,-80.008935,2023-11-21,215040,2023-11-21 00:45:48 UTC,,,,2022-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE HUB CHAMPIONS 2,643 W General Robinson St,,Pittsburgh,PA,15212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.447085,-80.008974,2023-11-21,215041,2023-11-21 00:45:48 UTC,,,,2022-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PCC GARAGE STATION 07,1102 Arch St,,Philadelphia,PA,19107,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.953163,-75.15827,2023-11-21,215057,2023-11-21 00:20:44 UTC,,,,2022-04-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Giant Company #6308 Indiana PA,1570 Oakland Ave,,Indiana,PA,15701,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.615325771,-79.173682315,2023-11-21,216380,2023-11-21 01:08:46 UTC,,,,2022-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Riverfront Landing II (The District),1759 Waterfront Place,,Pittsburgh,PA,15222,,800-663-5633,E,,Public,24 hours daily,,,,,,12,,,Blink Network,http://www.blinkcharging.com/,GPS,40.451772,-79.9875322,2023-11-20,216429,2023-11-20 23:58:15 UTC,,,,2021-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,Ursus Chalet,114 South Lake Drive,,Lake Harmony,PA,18624,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,41.0600539151489,-75.5987461774684,2023-11-21,216499,2023-11-21 01:15:27 UTC,,,,2022-05-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DELANEY SUBARU SUBARU PUBLIC,125 Lenz Rd,,Indiana,PA,15701,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.600214,-79.192448,2023-11-21,216583,2023-11-21 00:45:57 UTC,,,,2022-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DONORALIBRARY STATION 1,510 Meldon Ave,,Donora,PA,15033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.176576,-79.855189,2023-11-21,216591,2023-11-21 00:46:05 UTC,,,,2022-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Sheetz - Tesla Supercharger,891  East Main Street,,Ephrata,PA,17522,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.1636046,-76.15389484,2023-07-01,217094,2023-07-14 19:41:28 UTC,P,,,2022-04-30,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Fairview Plaza,130 Old York Rd,,New Cumberland,PA,17070,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.221700351,-76.858373984,2023-11-21,217107,2023-11-21 01:10:33 UTC,,,,2022-05-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,"East Manchester Village Center, Manchester PA",205 Glen Drive,,Manchester,PA,17345,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.043068954,-76.725940341,2023-11-21,217108,2023-11-21 01:08:53 UTC,,,,2022-05-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,"Main Street Center Mount Joy, PA",789 East Main Street,,Mount Joy,PA,17552,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.110712625,-76.485030534,2023-11-21,217109,2023-11-21 01:09:11 UTC,,,,2022-05-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Monroeville KIA Dealership,3721 William Penn Hwy,Unit is located on the left side facing the building,Monroeville,PA,15146,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.4354466,-79.7903883,2023-11-20,217311,2023-11-20 23:58:17 UTC,,,,2022-03-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,HAMPDEN STATION3,2200 Good Hope Rd,,Enola,PA,17025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.288616,-76.985154,2023-11-21,217366,2023-11-21 00:43:06 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HAMPDEN STATION2,2200 Good Hope Rd,,Enola,PA,17025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.288605,-76.985232,2023-11-21,217367,2023-11-21 00:43:06 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HAMPDEN STATION4,2200 Good Hope Rd,,Enola,PA,17025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.292488,-76.984286,2023-11-21,217368,2023-11-21 00:43:45 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HAMPDEN STATION1,2200 Good Hope Rd,,Enola,PA,17025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.290801,-76.986387,2023-11-21,217369,2023-11-21 00:43:45 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FOOD BANK STATION 1,1 N Linden St,,Duquesne,PA,15110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.375776,-79.843136,2023-11-21,217376,2023-11-21 00:45:47 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FOOD BANK STATION 2,1 N Linden St,,Duquesne,PA,15110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.375727,-79.843091,2023-11-21,217377,2023-11-21 00:45:47 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FOOD BANK STATION 4,1 N Linden St,,Duquesne,PA,15110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.375372,-79.842705,2023-11-21,217378,2023-11-21 00:45:47 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FOOD BANK STATION 3,1 N Linden St,,Duquesne,PA,15110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.375448,-79.842758,2023-11-21,217379,2023-11-21 00:45:47 UTC,,,,2022-05-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Wawa - Tesla Supercharger,7572  Schantz Road,,Allentown,PA,18106,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.57162465,-75.61673671,2023-07-01,218073,2023-07-14 19:41:28 UTC,P,,,2022-05-11,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Media Shopping Center,527 East Baltimore Avenue,,Media,PA,19063,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,39.915695027,-75.378572345,2023-11-21,218078,2023-11-21 01:10:33 UTC,,,,2022-05-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,SHIPP U KRINER1,190 Allegheny Dr,,Shippensburg,PA,17257,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.059063,-77.52285,2023-11-21,218948,2023-11-21 00:43:33 UTC,,,,2022-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MIDDLETOWN TWP STATION 1,700 Veteran Hwy,,Levittown,PA,19056,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.160094,-74.895689,2023-11-21,219855,2023-11-21 00:29:19 UTC,,,,2022-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,F&M CHARGEPOINT F&M NORTH 2,931 Harrisburg Pike,,Lancaster,PA,17603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.051869,-76.321105,2023-11-21,219875,2023-11-21 00:46:21 UTC,,,,2022-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,F&M CHARGEPOINT F&M NORTH 1,931 Harrisburg Pike,,Lancaster,PA,17603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.051893,-76.321088,2023-11-21,219876,2023-11-21 00:46:21 UTC,,,,2022-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRANDYWINE PA 201 KOP RD,201 King of Prussia Rd,,Wayne,PA,19087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.043924,-75.357636,2023-11-21,220447,2023-11-21 00:46:35 UTC,,,,2022-06-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BETHLEHEM PA NEW STREET 01,324 S New Street,,Bethlehem,PA,18015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.610995,-75.378613,2023-11-21,220488,2023-11-21 00:18:09 UTC,,,,2022-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BETHLEHEM PA NORTH STREET 01,85 W North St,,Bethlehem,PA,18018,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.623329,-75.381062,2023-11-21,220489,2023-11-21 00:18:10 UTC,,,,2022-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BETHLEHEM PA WALNUT ST 01,33 W Walnut St,,Bethlehem,PA,18018,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.621375,-75.379843,2023-11-21,220492,2023-11-21 00:23:36 UTC,,,,2022-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LOT #1444444444 PEG,100 Garrett Rd,,Upper Darby,PA,19082,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.96042,-75.263913,2023-11-21,220494,2023-11-21 00:42:22 UTC,,,,2022-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
